DRG Definition,Provider State,Total Discharges,Average Covered Charges,Average Total Payments,Average Medicare Payments
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,NM,304,20275.15132,6101.789474,4812.210526
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,ME,316,14783.35127,5781.623418,4437.183544
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,NV,362,35028.74309,5898.254144,4425.168508
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,NE,396,20864.44949,5547.194444,4058
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,OR,474,17814.01477,6156.548523,4685.301688
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,WV,505,14989.86139,5631.994059,4098.188119
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,KS,581,23374.04131,5225.22031,3802.194492
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,CO,620,30307.35484,5523.103226,4202.63871
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,IA,647,17869.78825,5323.102009,3982.850077
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,CT,774,23833.36563,7155.102067,5230.608527
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,OK,803,20091.87547,5238.657534,3806.911582
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,AR,841,17066.38169,4812.524376,3680.458977
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,MN,882,19165.03515,6114.422902,4588.944444
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,MS,910,22011.74286,5041.110989,3808.684615
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,WI,958,19224.50835,5548.72547,4150.386221
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,AZ,996,28205.3253,5887.782129,4449.409639
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,LA,1016,20630.18898,5267.005906,3925.812992
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,WA,1054,23878.8482,6117.690702,4560.870019
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,SC,1186,23763.15852,5397.316189,3892.394604
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,KY,1246,20567.26324,5398.32183,3924.370787
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,AL,1425,23742.57684,4765.195088,3565.110175
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,TN,1445,22137.11349,5093.730104,3603.204152
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,MD,1468,8263.495232,7721.349455,6550.961853
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,MO,1502,22166.62916,5437.5253,4007.104527
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,MA,1505,17759.20133,7176.889701,5613.691694
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,GA,1552,21026.7049,5348.695876,4044.35116
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,IN,1622,19604.00925,5305.160296,3892.424168
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,VA,1900,20175.15947,5451.61,3909.663684
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,NJ,1962,49342.24873,6260.861366,4696.814475
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,MI,1983,16854.72063,5811.485628,4458.110943
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,OH,2198,21315.15787,5711.356233,3865.397179
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,NC,2410,18995.80871,5566.197925,4035.239834
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,IL,2569,26740.90969,6210.432464,4302.287271
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,NY,2926,26452.01401,7464.802119,5548.196514
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,PA,2971,29200.66072,5761.142713,4015.590374
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,TX,3872,30595.79339,5530.473657,4062.518595
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,FL,4125,31465.32218,5145.759515,3864.192
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,CA,4225,44248.16757,7271.422249,5842.455621
069 - TRANSIENT ISCHEMIA,AK,44,26715.06818,7263.977273,6261.045455
069 - TRANSIENT ISCHEMIA,VT,58,16776.65517,6824.517241,4917.068966
069 - TRANSIENT ISCHEMIA,WY,70,16005.1,6411.485714,5273.714286
069 - TRANSIENT ISCHEMIA,HI,110,18678.38182,7481.090909,5372.290909
069 - TRANSIENT ISCHEMIA,MT,133,13138.25564,4857.93985,3631.210526
069 - TRANSIENT ISCHEMIA,ND,136,13840.51471,5088.514706,3474.610294
069 - TRANSIENT ISCHEMIA,SD,172,16580.01744,5152.383721,4021.197674
069 - TRANSIENT ISCHEMIA,ID,181,15399.44751,5068.906077,3783.220994
069 - TRANSIENT ISCHEMIA,DC,187,24138.83957,6958.454545,5231.668449
069 - TRANSIENT ISCHEMIA,RI,213,18437.51174,5888.896714,4459.741784
069 - TRANSIENT ISCHEMIA,NH,246,19101.35366,5082.46748,3939.00813
069 - TRANSIENT ISCHEMIA,UT,246,14805.3252,4945.215447,3496.613821
069 - TRANSIENT ISCHEMIA,ME,277,13213.49097,5139.090253,4005.422383
069 - TRANSIENT ISCHEMIA,NM,281,18308.03559,5372.256228,4087.604982
069 - TRANSIENT ISCHEMIA,NE,342,18837.72222,5180.090643,3716.663743
069 - TRANSIENT ISCHEMIA,OR,359,16003.29805,5620.038997,4277.902507
069 - TRANSIENT ISCHEMIA,DE,386,14769.06477,5865.165803,4204.834197
069 - TRANSIENT ISCHEMIA,NV,415,36524.12289,5256.163855,4084.956627
069 - TRANSIENT ISCHEMIA,IA,487,16662.62628,4689.673511,3447.50308
069 - TRANSIENT ISCHEMIA,KS,567,22019.01411,4640.271605,3507.717813
069 - TRANSIENT ISCHEMIA,CO,575,27381.96522,4985.615652,3654.252174
069 - TRANSIENT ISCHEMIA,WV,758,13844.05937,4951.266491,3557.573879
069 - TRANSIENT ISCHEMIA,MN,761,16340.78712,5544.07753,4226.540079
069 - TRANSIENT ISCHEMIA,WI,899,18789.2881,5086.62069,3787.444939
069 - TRANSIENT ISCHEMIA,AR,910,15485.03297,4425.087912,3286.887912
069 - TRANSIENT ISCHEMIA,LA,955,19607.42932,4823.203141,3585.937173
069 - TRANSIENT ISCHEMIA,MS,973,21249.94861,4632.798561,3381.384378
069 - TRANSIENT ISCHEMIA,WA,1096,23412.09215,5493.137774,4258.331204
069 - TRANSIENT ISCHEMIA,CT,1124,20914.84786,6160.664591,4817.170819
069 - TRANSIENT ISCHEMIA,OK,1189,18323.30362,4677.513877,3421.657696
069 - TRANSIENT ISCHEMIA,AZ,1289,27000.70985,5270.674942,3915.942591
069 - TRANSIENT ISCHEMIA,SC,1323,23479.09826,4905.597884,3537.273621
069 - TRANSIENT ISCHEMIA,AL,1354,22716.63811,4356.48966,3202.700148
069 - TRANSIENT ISCHEMIA,MO,1503,19867.48104,4733.209581,3522.883566
069 - TRANSIENT ISCHEMIA,TN,1535,21301.40065,4558.056026,3328.439088
069 - TRANSIENT ISCHEMIA,KY,1555,18560.29839,4988.18135,3607.479743
069 - TRANSIENT ISCHEMIA,MA,1577,13589.16931,6354.796449,5114.786303
069 - TRANSIENT ISCHEMIA,GA,1852,21399.90011,4832.856371,3589.149568
069 - TRANSIENT ISCHEMIA,IN,1948,18093.904,4870.7423,3596.188912
069 - TRANSIENT ISCHEMIA,MD,1994,7132.164995,6667.307924,5551.883651
069 - TRANSIENT ISCHEMIA,NC,2431,17346.81695,5054.264089,3668.232003
069 - TRANSIENT ISCHEMIA,VA,2475,19220.66182,4856.400404,3489.522828
069 - TRANSIENT ISCHEMIA,OH,2925,19517.97197,4986.260855,3564.718632
069 - TRANSIENT ISCHEMIA,NJ,2941,45191.17579,5666.305338,4359.704522
069 - TRANSIENT ISCHEMIA,IL,3524,23984.43275,5380.687855,3924.642452
069 - TRANSIENT ISCHEMIA,MI,3563,14391.86135,5263.387595,4017.621667
069 - TRANSIENT ISCHEMIA,PA,4003,25208.89058,5136.844866,3658.607544
069 - TRANSIENT ISCHEMIA,CA,4592,41364.60605,6653.417683,5383.532012
069 - TRANSIENT ISCHEMIA,NY,4698,22803.6143,6632.850149,5152.427203
069 - TRANSIENT ISCHEMIA,TX,5432,30175.44385,5160.853461,3729.290685
069 - TRANSIENT ISCHEMIA,FL,6848,30191.56849,4724.005549,3486.689836
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,WY,13,22747.46154,13115.23077,4386.461538
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,AK,18,29476.16667,9042.777778,7288.444444
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,ND,23,15773.30435,6055.086957,4593.521739
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,VT,28,16974.96429,11137.60714,5124.178571
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,HI,37,23810.62162,9302.189189,6445.864865
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,MT,42,12932.45238,5663.761905,4857.142857
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,UT,48,18315.66667,6447.645833,4593.416667
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,ID,50,15209.94,6487.62,4283.92
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,SD,56,23574.01786,6695.053571,5099.714286
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,RI,67,21479.89552,7249.059701,6005.238806
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,DC,85,23580.25882,8244.188235,6444.317647
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,DE,91,16111.81319,6924.879121,5336.164835
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,ME,104,15496.28846,6058.567308,5050.019231
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,NE,105,25193.54286,7349.228571,4845.914286
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,NM,107,21760.75701,6659.17757,5582.074766
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,NH,110,23130.47273,6654.472727,5390.345455
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,OR,150,19221.05333,6847.866667,5555.166667
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,IA,151,18947.4702,6103.781457,4588.384106
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,WV,174,15216.41954,5835.511494,4332.293103
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,NV,183,40491.91257,6571.032787,4960.590164
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,KS,207,28480.22705,5855.415459,4444.188406
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,CO,222,29753.23423,6324.234234,5062.527027
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,AR,236,15520.61017,5387.131356,4274.923729
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,AZ,294,29224.60884,6900.802721,5070.07483
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,MN,294,17749.52381,6858.870748,5451.867347
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,WI,313,20212.55272,6510.782748,4990.504792
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,OK,314,21495.58917,5818.105096,4742.251592
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,CT,329,22567.34347,8033.917933,6577.276596
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,WA,339,26687.16224,7017.811209,5648.333333
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,MS,358,23534.63966,5496.27095,4388.365922
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,LA,376,23267.62766,6097.226064,4776.569149
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,SC,391,26004.90026,6070.007673,4574.943734
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,KY,417,19111.41727,6021.340528,4469.657074
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,AL,593,26463.48398,5524.293423,4265.026981
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,MO,600,22598.85333,6122.553333,4767.22
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,GA,604,22185.31126,5989.692053,4586.069536
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,TN,604,23054.48841,5660.188742,4450.460265
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,MD,665,9216.578947,8610.06015,7491.21203
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,IN,672,22501.80506,6157.587798,4720.142857
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,MA,685,16690.51825,8087.592701,6692.521168
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,VA,698,21350.58596,6187.613181,4580.405444
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,NJ,837,48862.20311,6877.58184,5400.727599
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,NC,842,19455.92993,6507.842043,4718.654394
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,OH,1060,20645.44811,6395.750943,4698.960377
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,MI,1178,16803.04839,6874.196944,5179.203735
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,PA,1310,41289.71374,7607.249618,5092.519084
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,IL,1395,26399.30108,7166.377778,5382.36129
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,TX,1618,30443.09642,6485.033375,4846.769468
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,NY,1794,28083.85619,8677.335563,7013.449275
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,CA,1889,44022.03917,8414.232398,7069.055585
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,FL,2019,34025.26895,5927.300644,4498.317484
100 - SEIZURES W MCC,WY,14,29342,12455,11613.28571
100 - SEIZURES W MCC,AK,26,56307.65385,19159.03846,18334.34615
100 - SEIZURES W MCC,VT,29,25360.82759,13498.37931,12373.68966
100 - SEIZURES W MCC,HI,35,36484.68571,15170.28571,11873.31429
100 - SEIZURES W MCC,ID,46,24375.06522,10750.67391,8954.217391
100 - SEIZURES W MCC,SD,46,55171.91304,14304.73913,11985.69565
100 - SEIZURES W MCC,MT,56,23902.125,9807.285714,8927.642857
100 - SEIZURES W MCC,ND,65,22683.56923,10766.75385,8854.215385
100 - SEIZURES W MCC,ME,71,30381.26761,11906.90141,10703.05634
100 - SEIZURES W MCC,RI,76,36521.89474,13105.72368,11778.31579
100 - SEIZURES W MCC,UT,76,28350.82895,11195.22368,8273.355263
100 - SEIZURES W MCC,NH,84,36756.19048,12927.25,11013.5119
100 - SEIZURES W MCC,NM,85,42546.91765,13499.52941,12139.47059
100 - SEIZURES W MCC,DC,97,43225.36082,14870.89691,12558.78351
100 - SEIZURES W MCC,DE,103,32377.96117,12889.18447,11200.21359
100 - SEIZURES W MCC,NE,108,35394.94444,11609.11111,9222.814815
100 - SEIZURES W MCC,WV,152,35889.74342,12584.17763,10277.01974
100 - SEIZURES W MCC,OR,163,35502.07975,13463,11399.30061
100 - SEIZURES W MCC,KS,179,45511.63687,10295.74302,8514.659218
100 - SEIZURES W MCC,IA,180,28099.6,10491.38333,8693.594444
100 - SEIZURES W MCC,NV,182,69518.28571,11604.27473,10014.4011
100 - SEIZURES W MCC,AR,200,34977.54,9995.125,8807.62
100 - SEIZURES W MCC,CO,239,51124.54812,11007.32218,9813.828452
100 - SEIZURES W MCC,OK,268,39228.57836,11014.79851,9219.25
100 - SEIZURES W MCC,MS,294,43365.89796,10204.67007,9365.176871
100 - SEIZURES W MCC,CT,301,45252.07641,14477.13953,12488.33887
100 - SEIZURES W MCC,AZ,319,48286.10658,12421.80564,10735.19749
100 - SEIZURES W MCC,MN,328,37315.21037,13723.23476,11432.6372
100 - SEIZURES W MCC,LA,336,42891.77679,10581.26488,9226.550595
100 - SEIZURES W MCC,WI,381,34871.32283,11779.49869,10012.38583
100 - SEIZURES W MCC,AL,395,45077.69873,9885.881013,8319.263291
100 - SEIZURES W MCC,SC,406,48819.02956,11408.08374,9665.133005
100 - SEIZURES W MCC,KY,435,35878.75862,11076.9908,9407.482759
100 - SEIZURES W MCC,WA,448,37971.75446,12231.14955,10827.22991
100 - SEIZURES W MCC,IN,590,36684.45424,10953.87458,9370.413559
100 - SEIZURES W MCC,MO,601,39039.78037,10507.16306,9483.69218
100 - SEIZURES W MCC,MA,607,30022.72817,14483.62109,12900.08072
100 - SEIZURES W MCC,MD,656,15729.70274,14649.15854,13717.41311
100 - SEIZURES W MCC,GA,687,41656.42795,10723.68996,9458.554585
100 - SEIZURES W MCC,TN,702,36803.54274,9605.535613,8405.274929
100 - SEIZURES W MCC,VA,725,35339.07172,11357.07862,9277.397241
100 - SEIZURES W MCC,NJ,779,89246.83569,13018.57125,11520.57895
100 - SEIZURES W MCC,NC,864,30521.7581,10982.79051,9196.49537
100 - SEIZURES W MCC,OH,972,41038.60802,11646.95473,9692.377572
100 - SEIZURES W MCC,PA,1068,60192.23502,12345.47566,9933.042135
100 - SEIZURES W MCC,IL,1137,41020.48109,11727.2102,9830.795954
100 - SEIZURES W MCC,MI,1200,27563.0775,11728.46167,10119.12833
100 - SEIZURES W MCC,NY,1467,46705.76755,15683.52693,13697.24813
100 - SEIZURES W MCC,TX,1699,52312.4126,11067.2525,9467.42319
100 - SEIZURES W MCC,FL,1705,52092.18299,10255.51554,9021.009384
100 - SEIZURES W MCC,CA,1922,79767.1077,15222.92716,13964.82882
101 - SEIZURES W/O MCC,AK,56,25342.75,8591.125,6478.357143
101 - SEIZURES W/O MCC,WY,56,16874.96429,6793.928571,5109.857143
101 - SEIZURES W/O MCC,HI,77,20605.05195,7732.675325,6341.636364
101 - SEIZURES W/O MCC,ND,78,13582.0641,5033.012821,3787.551282
101 - SEIZURES W/O MCC,VT,79,15599.12658,6609.367089,5266.822785
101 - SEIZURES W/O MCC,MT,100,12299.77,4869.04,3847.97
101 - SEIZURES W/O MCC,SD,101,21632.41584,5533.009901,4289.445545
101 - SEIZURES W/O MCC,ID,104,14687.06731,5045.557692,3944.269231
101 - SEIZURES W/O MCC,UT,152,17394.50658,5895.065789,3792.322368
101 - SEIZURES W/O MCC,RI,158,18889.07595,6138.322785,4758.873418
101 - SEIZURES W/O MCC,DC,214,26166.68692,7683.443925,5492.621495
101 - SEIZURES W/O MCC,ME,225,13954.61778,5348.546667,4243.164444
101 - SEIZURES W/O MCC,NM,225,19401.84444,6466.591111,5012.733333
101 - SEIZURES W/O MCC,DE,231,14694.55844,5752.74026,4525.121212
101 - SEIZURES W/O MCC,NH,233,20472.12017,6103.184549,4506.188841
101 - SEIZURES W/O MCC,OR,261,18152.90805,6294.030651,4706.570881
101 - SEIZURES W/O MCC,NE,281,19992.37722,6178.658363,4161.156584
101 - SEIZURES W/O MCC,IA,338,15322.50592,5260.10355,3954.766272
101 - SEIZURES W/O MCC,NV,370,38542.11081,5890.589189,4384.556757
101 - SEIZURES W/O MCC,KS,388,25837.56959,4995.82732,3700.739691
101 - SEIZURES W/O MCC,WV,427,13165.81499,5501.35363,3924.428571
101 - SEIZURES W/O MCC,AR,428,15840.05374,4765.869159,3617.537383
101 - SEIZURES W/O MCC,CO,437,30418.20366,5995.686499,4226.153318
101 - SEIZURES W/O MCC,OK,568,17095.69542,4970.272887,3894.304577
101 - SEIZURES W/O MCC,CT,615,24641.68943,7282.978862,5227.526829
101 - SEIZURES W/O MCC,MS,621,19152.26731,4690.636071,3644.690821
101 - SEIZURES W/O MCC,WA,635,23580.36378,6114.022047,4578.292913
101 - SEIZURES W/O MCC,LA,675,20385.46074,4977.151111,3877.866667
101 - SEIZURES W/O MCC,AZ,717,26707.86192,6059.580195,4379.839609
101 - SEIZURES W/O MCC,WI,717,17428.26639,5550.548117,4039.364017
101 - SEIZURES W/O MCC,SC,749,24113.17757,5360.436582,3861.093458
101 - SEIZURES W/O MCC,MN,776,18034.79253,6157.26933,4713.997423
101 - SEIZURES W/O MCC,AL,1030,21763.18932,4839.683495,3552.584466
101 - SEIZURES W/O MCC,KY,1055,17080.63318,5243.774408,3927.404739
101 - SEIZURES W/O MCC,TN,1064,20277.48214,4921.807331,3631.514098
101 - SEIZURES W/O MCC,GA,1114,20488.65081,5158.451526,3935.5386
101 - SEIZURES W/O MCC,IN,1174,18123.66099,5196.615843,3973.475298
101 - SEIZURES W/O MCC,MO,1216,19466.49671,5110.993421,3988.550987
101 - SEIZURES W/O MCC,VA,1304,19234.50844,5402.27684,3849.912577
101 - SEIZURES W/O MCC,MD,1325,8487.620377,7929.86717,6856.538868
101 - SEIZURES W/O MCC,NC,1435,18143.14704,5481.70662,4023.632056
101 - SEIZURES W/O MCC,MA,1561,15914.8975,7004.445227,5685.27098
101 - SEIZURES W/O MCC,OH,2183,21859.06047,5696.190563,4024.133303
101 - SEIZURES W/O MCC,NJ,2234,47646.99105,6428.581916,4750.60385
101 - SEIZURES W/O MCC,MI,2303,14666.92749,5797.650022,4431.89492
101 - SEIZURES W/O MCC,PA,2445,31387.76319,6057.509202,4193.170961
101 - SEIZURES W/O MCC,IL,2766,22793.19125,5879.939262,4391.936732
101 - SEIZURES W/O MCC,CA,3097,41144.10655,7260.187278,5876.259606
101 - SEIZURES W/O MCC,TX,3302,28735.7338,5540.525439,4022.557541
101 - SEIZURES W/O MCC,FL,3673,28912.64715,5033.578818,3904.710046
101 - SEIZURES W/O MCC,NY,4199,25965.50464,7787.050488,6200.959514
176 - PULMONARY EMBOLISM W/O MCC,AK,38,28331.18421,10284.47368,9348.236842
176 - PULMONARY EMBOLISM W/O MCC,HI,78,27741.12821,10809.60256,6983.910256
176 - PULMONARY EMBOLISM W/O MCC,WY,94,19089.52128,8821.734043,7932.5
176 - PULMONARY EMBOLISM W/O MCC,VT,95,19097.23158,8741.494737,7389.852632
176 - PULMONARY EMBOLISM W/O MCC,ND,117,14037.97436,6922.854701,5236.521368
176 - PULMONARY EMBOLISM W/O MCC,SD,132,20357.80303,7497.840909,5597.212121
176 - PULMONARY EMBOLISM W/O MCC,MT,139,15694.06475,6436.741007,5465.28777
176 - PULMONARY EMBOLISM W/O MCC,RI,144,26961.11806,7943.291667,6539.4375
176 - PULMONARY EMBOLISM W/O MCC,DE,164,20219.79268,7744.47561,5987.231707
176 - PULMONARY EMBOLISM W/O MCC,DC,166,29145.34337,9776.855422,7084.536145
176 - PULMONARY EMBOLISM W/O MCC,ME,167,16958.52695,6957.149701,5484.137725
176 - PULMONARY EMBOLISM W/O MCC,ID,175,16190.48571,6651.034286,5571.577143
176 - PULMONARY EMBOLISM W/O MCC,NH,207,23312.51208,7262.937198,6101.729469
176 - PULMONARY EMBOLISM W/O MCC,NM,244,25747.22131,7700.209016,6415.040984
176 - PULMONARY EMBOLISM W/O MCC,NV,261,43288,7473.003831,5852.896552
176 - PULMONARY EMBOLISM W/O MCC,NE,296,21585.65878,7043.013514,5595.581081
176 - PULMONARY EMBOLISM W/O MCC,OR,359,19594.66852,7728.16156,6027.610028
176 - PULMONARY EMBOLISM W/O MCC,WV,363,17735.73003,6860.225895,5284.964187
176 - PULMONARY EMBOLISM W/O MCC,KS,370,25926.85676,6502.837838,5351.664865
176 - PULMONARY EMBOLISM W/O MCC,UT,430,15701.56977,7011.160465,5055.44186
176 - PULMONARY EMBOLISM W/O MCC,AR,445,19594.80225,6059.391011,4926.835955
176 - PULMONARY EMBOLISM W/O MCC,CT,473,28549.80338,8956.209302,7304.959831
176 - PULMONARY EMBOLISM W/O MCC,OK,487,23652.19507,6554.100616,5087.092402
176 - PULMONARY EMBOLISM W/O MCC,IA,523,18427.38815,6551.032505,5252.001912
176 - PULMONARY EMBOLISM W/O MCC,LA,531,27886.0678,6704.455744,5315.672316
176 - PULMONARY EMBOLISM W/O MCC,MS,595,23718.5479,6203.504202,5146.253782
176 - PULMONARY EMBOLISM W/O MCC,KY,621,21082.45572,6645.78905,5337.584541
176 - PULMONARY EMBOLISM W/O MCC,CO,726,29421.52479,7069,5658.750689
176 - PULMONARY EMBOLISM W/O MCC,WA,745,25320.08322,7911.110067,6069.755705
176 - PULMONARY EMBOLISM W/O MCC,MN,754,18727.31698,7717.697613,6099.834218
176 - PULMONARY EMBOLISM W/O MCC,AZ,794,30453.88287,7474.415617,6116.161209
176 - PULMONARY EMBOLISM W/O MCC,SC,820,29648.60488,6663.632927,5361.676829
176 - PULMONARY EMBOLISM W/O MCC,AL,834,27715.76499,6112.934053,4808.91247
176 - PULMONARY EMBOLISM W/O MCC,WI,844,20663.32464,7125.225118,5649.372038
176 - PULMONARY EMBOLISM W/O MCC,MO,883,25410.1812,6622.594564,5483.325028
176 - PULMONARY EMBOLISM W/O MCC,TN,1020,22903.5049,6206.417647,4910.57451
176 - PULMONARY EMBOLISM W/O MCC,MA,1025,17280.10732,8582.587317,7209.872195
176 - PULMONARY EMBOLISM W/O MCC,IN,1044,23710.96073,6994.023946,5344.090996
176 - PULMONARY EMBOLISM W/O MCC,MD,1129,9764.312666,9141.202834,7984.756422
176 - PULMONARY EMBOLISM W/O MCC,GA,1156,24027.11851,6674.277682,5410.818339
176 - PULMONARY EMBOLISM W/O MCC,NJ,1161,60111.05685,7990.215332,6241.184324
176 - PULMONARY EMBOLISM W/O MCC,VA,1284,21828.80296,6882.123053,5184.813084
176 - PULMONARY EMBOLISM W/O MCC,OH,1490,23382.88121,7198.413423,5314.08255
176 - PULMONARY EMBOLISM W/O MCC,MI,1602,20272.48252,7469.258427,6077.487516
176 - PULMONARY EMBOLISM W/O MCC,NC,1611,19547.39603,7096.998759,5508.740534
176 - PULMONARY EMBOLISM W/O MCC,NY,1737,29798.57052,9085.332758,7157.042026
176 - PULMONARY EMBOLISM W/O MCC,PA,1944,31565.33282,7208.460905,5333.292181
176 - PULMONARY EMBOLISM W/O MCC,IL,1955,29582.05627,7605.865985,5868.83734
176 - PULMONARY EMBOLISM W/O MCC,CA,2201,52773.88823,9068.995457,7549.722853
